CODIGO CAPITULO,CAPITULO,CODIGO SUBCAPITULO,SUBCAPITULO,CODIGO ITEM,ITEM,UNIDAD,Vr MANO DE OBRA,TOTAL
1,EDIFICACIONES,1.04,MAMPOSTERÍA,1.04.21,MURO LADRILLO VITRIFICADO E=0.12 MTS,M2,26028.53,131374.55
1,EDIFICACIONES,1.04,MAMPOSTERÍA,1.04.22,MURO PRENSADO SANTA FE E=0.25 MTS LIVIANO,M2,41743.87,165495.34
1,EDIFICACIONES,1.04,MAMPOSTERÍA,1.04.23,MURO PRENSADO SANTA FE E=0.25 MTS MACIZO,M2,41743.87,162412.71
1,EDIFICACIONES,1.04,MAMPOSTERÍA,1.04.24,MURO PRENSADO TIPO SANTA FE E=0.12 mts,M2,26028.53,82849.72
1,EDIFICACIONES,1.04,MAMPOSTERÍA,1.04.25,MURO PRENSADO TIPO SANTA FE E=0.25 mts.,M2,41743.87,165495.34
1,EDIFICACIONES,1.04,MAMPOSTERÍA,1.04.26,MURO SEMIPRENSADO TIPO MAGUNCIA E=0.12 mts.,M2,26028.53,78827.72
1,EDIFICACIONES,1.04,MAMPOSTERÍA,1.04.27,MURO SEMIPRENSADO TIPO MAGUNCIA E=0.25 mts.,M2,41743.87,152515.34
1,EDIFICACIONES,1.04,MAMPOSTERÍA,1.04.28,MURO TERMOACÚSTICO CON PAÑETE,M2,11049.85,82198.22
1,EDIFICACIONES,1.04,MAMPOSTERÍA,1.04.29,MURO TOLETE COMUN E=0.06 mts.,M2,21117.49,38776.79
1,EDIFICACIONES,1.04,MAMPOSTERÍA,1.04.30,MURO TOLETE COMUN E=0.10 mts.,M2,18416.42,50043.99
1,EDIFICACIONES,1.04,MAMPOSTERÍA,1.04.31,MURO TOLETE COMUN E=0.25 mts,M2,33640.65,96013.04
1,EDIFICACIONES,1.04,MAMPOSTERÍA,1.04.32,PASAMANOS EN CONCRETO 17.5 MPA (2500 PSI) INC. REFUERZO,ML,54267.04,71457.35
1,EDIFICACIONES,1.04,MAMPOSTERÍA,1.04.33,REMATES LADRILLO PRENSADO,ML,21608.59,40729.6
1,EDIFICACIONES,1.04,MAMPOSTERÍA,1.04.34,SOBRECIMIENTO TOLETE COMUN E=0.12 mts.INCLUYE PAÑETE IMP.,ML,19644.17,54691.86
1,EDIFICACIONES,1.04,MAMPOSTERÍA,1.04.35,SOBRECIMIENTOS E= 0.25 MTS,ML,27501.85,64142.15
1,EDIFICACIONES,1.04,MAMPOSTERÍA,1.04.36,SOBRERCIMIENTO TOLETE COMUN E=0.20 mts.INCLUYE PAÑETE IMP.,M2,27501.85,76567.19
1,EDIFICACIONES,1.04,MAMPOSTERÍA,1.04.37,SUMINISTRO E INSTALACION DE LAMINA SUPERBOARD  E= 8 MM,M2,29781.96,103691.6
1,EDIFICACIONES,1.05,PAÑETES,1.05.01,ENTRAMADO MADERA CIELO RASO,ML,13505.37,25682.33
1,EDIFICACIONES,1.05,PAÑETES,1.05.02,FILOS Y DILATACIONES EN PAÑETES,ML,3683.28,8004.28
1,EDIFICACIONES,1.05,PAÑETES,1.05.03,GOTERAS,M2,5647.70,10076.74
1,EDIFICACIONES,1.05,PAÑETES,1.05.04,GUADUA BAJO ENTRAMADO,M2,12277.61,22382
1,EDIFICACIONES,1.05,PAÑETES,1.05.05,MALLA BAJO ENTRAMADO,M2,9822.09,14651.86
1,EDIFICACIONES,1.05,PAÑETES,1.05.06,PAÑETE BAJO MALLA 1:5,M2,14733.13,23528.14
1,EDIFICACIONES,1.05,PAÑETES,1.05.07,PAÑETE BAJO MALLA 1:6,M2,14733.13,22676.67
1,EDIFICACIONES,1.05,PAÑETES,1.05.08,PAÑETE IMPERMEABILIZADO 1:3,M2,13750.92,23671.78
1,EDIFICACIONES,1.05,PAÑETES,1.05.09,PAÑETE LISO BAJO PLACA 1.4,M2,11786.51,27458.85
1,EDIFICACIONES,1.05,PAÑETES,1.05.10,PAÑETE LISO BAJO MALLA 1:4,M2,14733.13,30895.99
1,EDIFICACIONES,1.05,PAÑETES,1.05.11,PAÑETE LISO CULATAS  1:4,M2,12768.71,31336.03
1,EDIFICACIONES,1.05,PAÑETES,1.05.12,PAÑETE LISO CULATAS  1:5,M2,12768.71,31844.19
1,EDIFICACIONES,1.05,PAÑETES,1.05.13,PAÑETE LISO MUROS  1:4,M2,11295.40,20187.71
1,EDIFICACIONES,1.05,PAÑETES,1.05.14,PAÑETE LISO MUROS  1:5,M2,11295.40,19306.96
1,EDIFICACIONES,1.05,PAÑETES,1.05.15,PAÑETE RUSTICO MUROS 1:5,M2,13750.92,26930.3
1,EDIFICACIONES,1.05,PAÑETES,1.05.16,PAÑETE RUSTICO PLACAS 1:5,M2,14978.68,25296.18
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.01,SUMINISTRO E INSTALACION DE ACCESORIO CODO 90° 1/4 CXC SANITARIO  EN PVC  6``,UND,24600.93,130115.55
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.02,SUMINISTRO E INSTALACION DE ACCESORIO SIFON EN PVC 135  4``,UND,21086.52,41349.88
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.03,"SUMINISTRO E INSTALACION DE BAJANTE  PVC 3""",ML,24099.21,65185.29
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.04,"SUMINISTRO E INSTALACION DE BAJANTE DE AGUA LLUVIA PVC 4""",ML,18907.52,40694.33
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.05,SUMINISTRO E INSTALACION DE BAJANTE DE AGUA LLUVIA. PVC. 3.,ML,16074.10,35245.7
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.06,"SUMINISTRO E INSTALACION DE BAJANTE DE AGUA NEGRA PVC 3""",ML,13505.37,32626.65
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.07,"SUMINISTRO E INSTALACION DE BAJANTE DE AGUA NEGRA PVC 4""",ML,19647.62,46290.83
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.08,"SUMINISTRO E INSTALACION DE BAJANTE DE AGUA NEGRA PVC 6""",ML,18907.52,76462.1
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.09,SUMINISTRO E INSTALACION DE CANAL EN LAMINA COLD ROLLED CAL. 20  D=0.75 CON PINTURA Y ANTICORROSIVO,ML,31981.36,75218.32
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.10,"SUMINISTRO E INSTALACION DE CANAL EN LAMINA GALV. CAL. 22 TIPO ""PECHO DE PALOMA""",ML,27010.75,65897.63
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.11,"CONEXIÓN TANQUE ELEVADO PVC 2"" INCLUY. VALVULA Y REGISTRO",UND,108043.00,489944.74
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.12,INSTALACION LAVAMANOS Y SANITARIO,UND,54021.50,58989.32
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.13,"PUNTO AGUA CALIENTE CPVC 1/2""  PARAL DE TECHO",UND,64665.95,115446.95
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.14,"PUNTO AGUA FRIA PVC-P 1/2""  PARAL DE TECHO",UND,55427.95,86775.57
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.15,PUNTO SUMINISTRO GALVANIZADO,UND,48619.35,116539.38
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.16,"SUMINISTRO E INSTALACION DE RED SUMINISTRO CPVC 1/2""  A.CAL. 82°C  100 PSI",ML,4051.61,14728.06
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.17,"SUMINISTRO E INSTALACION DE RED SUMINISTRO CPVC 3/4""  A.C. 82°C  100 PSI",ML,3154.98,18687.51
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.18,"SUMINISTRO E INSTALACION DE RED SUMINISTRO GALVANIZADA 1/2""",ML,18475.98,30633.28
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.19,"SUMINISTRO E INSTALACION DE RED SUMINISTRO GALVANIZADA 3/4""",ML,20182.94,35658.19
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.20,"SUMINISTRO E INSTALACION DE RED SUMINISTRO PARA GAS EXTERIOR (TUBERIA GALVANIZADA D=3/4"")",ML,27010.75,54057.53
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.21,"SUMINISTRO E INSTLACION DE RED SUMINISTRO PVC 1"" RDE 13.5",ML,3781.50,14500.8
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.22,"SUMINISTRO E INSTALACION DE RED SUMINISTRO PVC-P 3/4"" RDE 11",ML,3781.50,12611.54
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.23,"SUMINISTRO E INSTALACION DE RED SUMINISTRO TUBERIA PVC-P 1/2"" RDE 9",ML,2701.07,10181.86
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.24,"SUMINISTRO E INSTALREGISTRO CORTINA  ROSCADO RED-WHITE  1/2""",UND,8103.23,40704.26
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.25,SUMINISTRO E INSTALACION DE REGISTROS 1`` EN BRONCE,UND,18907.52,81172.9
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.26,SUMINISTRO E INSTALACION DE REGISTROS 3/4`` EN  BRONCE,UND,14855.91,56598.71
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.27,"REVENTILACION  PVC 3""",ML,10804.30,24485.4
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.28,"SALIDA SANITARIA PVC  3""",UND,36951.97,120339.09
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.29,"SUMINISTRO E INSTALACIÓN CHEQUE   RED-W HITE   1 1/2""",UND,13505.37,198646.71
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.30,"SUMINISTRO E INSTALACIÓN CHEQUE  RED-WHITE  1""",UND,13505.37,99916.53
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.31,"SUMINISTRO E INSTALACIÓN DE ACOMETIDA 2"" X  3/4""  INCLUYE TUBERÍA PF + UAD  3/4"" , REGISTRO DE CORTE, COLLAR DERIVACIÓN Y ACCESORIOS COMPLEMENTARIOS PARA SU CONEXIÓN.",UND,27010.75,240191.17
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.32,"SUMINISTRO E INSTALACIÓN DE ACOMETIDA 2"" X 1/2"" INCLUYE TUBERÍA PF + UAD 1/2"", REGISTRO DE CORTE, COLLAR DERIVACIÓN Y ACCESORIOS COMPLEMENTARIOS PARA SU CONEXIÓN.",UND,27010.75,99613.2
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.33,"SUMINISTRO E INSTALACIÓN DE ACOMETIDA 3"" X  3/4""  INCLUYE TUBERÍA PF + UAD  3/4"" , REGISTRO DE CORTE, COLLAR DERIVACIÓN Y ACCESORIOS COMPLEMENTARIOS PARA SU CONEXIÓN.",UND,27010.75,249074.83
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.34,"SUMINISTRO E INSTALACIÓN DE ACOMETIDA 3"" X 1/2"" INCLUYE TUBERÍA PF + UAD 1/2"", REGISTRO DE CORTE, COLLAR DERIVACIÓN Y ACCESORIOS COMPLEMENTARIOS PARA SU CONEXIÓN.",UND,27010.75,100727.87
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.35,SUMINISTRO E INSTALACIÓN TANQUE ELEVADO PVC 1000 LTS. INC. ACCESORIOS,UND,73903.94,431820.55
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.36,SUMINISTRO E INSTALACIÓN TANQUE ELEVADO PVC 2000 LTS. INC. ACCESORIOS,UND,73903.94,696370.55
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.37,SUMINISTRO E INSTALACIÓN TANQUE ELEVADO PVC 250 LTS.  INCLUYE  ACCESORIOS,UND,50025.81,221302.65
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.38,SUMINISTRO E INSTALACIÓN TANQUE ELEVADO PVC 500 LTS. INC. ACCESORIOS,UND,73903.94,289070.55
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.39,SUMINISTRO E INSTALACIÓN TANQUE ELEVADO PVC 5000 LTS. INC. ACCESORIOS,UND,140679.57,2531109.26
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.40,"TUBERIA DE 4`` PVC SANITARIA, INCLUYE INSTALACION",ML,3268.30,30385.88
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.41,"TUBERIA DE 6`` PVC SANITARIA, INCLUYE INSTALACION",ML,3511.40,56917.16
1,EDIFICACIONES,1.06,INSTALACIONES HIDRÁULICAS Y SANITARIAS,1.06.42,"TUBERIA PVC DRENAJES  D= 6`` CON HIDROSELLO, INCLUYE INSTALACIÓN",ML,14419.23,69451.9
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.01,ACOMETIDA AÉREA 10 M/ PVC,UND,162064.50,440243.64
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.02,"SALIDA BIFÁSICA+ TOMA, TUBO EMT Ø 1/2",UND,108043.00,213993.15
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.03,SALIDA DE VOZ Y DATOS,UND,14315.70,41590.98
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.04,SALIDA LAMPARA TOMA PVC COMPLETA,UND,94537.62,134067.74
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.05,SALIDA LAMPARA. CONMUTABLE PVC COMPLETA.,UND,94537.62,145075.74
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.06,SALIDA T.V PVC COMPLETA.,UND,67526.87,118215.64
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.07,SALIDA TELEFONO PVC COMPLETA,UND,89945.79,139342.05
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.08,SALIDA TIMBRE PVC COMPLETA,UND,89945.79,130574.38
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.09,"SALIDA TRIFÁSICA + TOMA, TUBO EMT",UND,125636.70,246920.3
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.10,"SALIDA TRIFÁSICA + TOMA, TUBO EMT PVC  COMPLETA",UND,108043.00,207411.46
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.11,SOCKETS + BALASTO P/40 W,UND,13505.00,86896.25
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.12,SOCKETS + BALASTO P/48 W,UND,13505.00,43858.25
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.13,SOPORTE PROYECTORES,UND,13505.00,85980.25
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.14,SALIDA TOMA GFCI CABLE12AWG THHN. PVC Ø 1/2 INCLUYE TOMA,UND,94537.62,180229.74
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.15,SALIDA TOMA DOBLE CABLE 12AWG HFFR-LS PVC 1/2 COMPLETA,UND,94537.62,128062.74
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.16,SUMINISTRO E INSTALACIÓN PANEL LED INCRUSTAR 12W,UND,810.33,13883.85
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.17,SUMINISTRO E INSTALACIÓN DE LÁMPARA LED HERMÉTICA 2x32W,UND,8103.23,121411.39
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.18,SUMINISTRO E INSTALACIÓN PANEL LED SOBREPONER 60*60 48W,UND,810.33,97637.85
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.19,SUMINISTRO E INSTALACIÓN DE LÁMPARA LED HERMÉTICA 2x18W,UND,8103.23,81953.39
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.20,SUMINISTRO E INSTALACION DE CONTADOR ELECTRICO MONOFASICO,UND,162064.50,247819.73
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.21,SUMINISTRO E INSTALACIÓN DE CONTADOR ELECTRICO TRIFASICO,UND,216086.00,684212.02
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.22,SUMINISTRO E INSTALACIÓN DE FLUORESCENTE (4P) PLACA,UND,20257.50,23771.7
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.23,SUMINISTRO E INSTALACIÓN DE FLUORESCENTE (6P) PLACA,UND,27010.00,32112.48
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.24,SUMINISTRO E INSTALACIÓN DE LAMPARA 2*48 BAJO PLACA LAMINA LATERAL INDUSTRIAL,UND,13505.37,106010.73
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.25,SUMINISTRO E INSTALACIÓN DE LAMPARA 2*96 BAJO PLACA LAMINA LATERAL INDUSTRIAL,UND,21608.60,242823
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.26,SUMINISTRO E INSTALACIÓN DE LÁMPARA 2X48 BAJO PLACA,UND,13505.00,159181.57
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.27,SUMINISTRO E INSTALACIÓN DE LÁMPARA 2X96 BAJO PLACA,UND,27010.00,227312.48
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.28,SALIDA LÁMPARA-TOMA / ECONÓMICA,UND,54020.00,129604
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.29,SUMINISTRO E INSTALACIÓN DE LUMINARIA COLONIAL,UND,27010.00,532450.5
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.30,SUMINISTRO E INSTALACIÓN DE LUMINARIA DJK 125 W,UND,20257.50,300870.38
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.31,SUMINISTRO E INSTALACIÓN DE LUMINARIA AP LED 18-35W 5040 lm,UND,27410.39,702137.93
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.32,SUMINISTRO E INSTALACIÓN DE LUMINARIA AP LED 30-60W 8400 lm,UND,27410.39,862734.93
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.33,SUMINISTRO E INSTALACIÓN DE LUMINARIA AP LED 60W 7500 lm,UND,27410.39,585470.93
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.34,SUMINISTRO E INSTALACIÓN DE LUMINARIA PARA POSTE,UND,20257.50,322026
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.35,SUMINISTRO E INSTALACIÓN DE LUMINARIA PEDESTAL,UND,27010.00,459960.5
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.36,SUMINISTRO E INSTALACIÓN DE LUMINARIA SODIO 150 W,UND,27410.39,462014.93
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.37,SUMINISTRO E INSTALACIÓN DE LUMINARIA SODIO 250 W,UND,27410.39,529414.93
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.38,SUMINISTRO E INSTALACIÓN DE LUMINARIA SODIO 400 W,UND,27410.39,539214.93
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.39,SUMINISTRO E INSTALACIÓN DE REFLECTOR DE PISO 250 W,UND,27010.00,399060.5
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.40,SUMINISTRO E INSTALACIÓN DE REFLECTOR DE PISO 400 W,UND,27010.00,521760.5
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.41,SUMINISTRO E INSTALACIÓN DE RIEL ELÉCTRICO 2.34 M,UND,27010.75,49617.29
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.42,SUMINISTRO E INSTALACIÓN DE ROSETA BAKELITA,UND,2701.07,5208.12
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.43,SUMINISTRO E INSTALACIÓN DE ROSETA PORCELANA,UND,2701.00,4886.05
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.44,SUMINISTRO E INSTALACIÓN DE TABLERO PARCIAL 12 CIRCUITOS.,UND,108043.00,355872.42
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.45,SUMINISTRO E INSTALACIÓN DE TABLERO PARCIAL 18 CIRCUITOS.,UND,81032.25,349471.86
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.46,SUMINISTRO E INSTALACIÓN DE TABLERO PARCIALES 4 CIRCUITOS.,UND,81032.25,163298.31
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.47,"SUMINISTRO E INSTALACIÓN DE TUBERIA PVC CONDUIT 1 1/2"".",ML,10804.30,28612.47
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.48,"SUMINISTRO E INSTALACIÓN DE TUBERIA PVC CONDUIT 1"".",ML,12154.84,22353.37
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.49,"SUMINISTRO E INSTALACIÓN DE TUBERIA PVC CONDUIT 3/4"".",ML,10804.30,16149.22
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.50,SUMINSITO E INTALACIÓN DE CAJA EMPALME 75X75X35MM CABLEADO EST,UND,5402.15,345972.42
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.51,SUMINSTRO E INSTALACIÓN DE STRIP TELEFONICO 10 PARES,UND,108043.00,285736.74
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.52,TIERRA TABLERO GENERAL (VARILLA COOPER WELL),UND,108043.00,353950.34
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.53,"SALIDA PARA INTERRUPTOR SENCILLO CABLE 12AWG  THHN COBRE PVC 1/2"". INCLUYE INTERRUPTOR",UND,36951.97,75827.95
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.54,"SALIDA PARA INTERRUPTOR DOBLE CABLE 12AWG  THHN COBRE PVC 1/2"". INCLUYE INTERRUPTOR",UND,36951.97,71709.95
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.55,"SALIDA PARA INTERRUPTOR DOBLE CABLE 12AWG  HFFR LS COBRE PVC 1/2"". INCLUYE INTERRUPTOR",UND,36951.97,71649.95
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.56,"SALIDA PARA INTERRUPTOR SENCILLO CABLE 12AWG HFFR LS COBRE PVC 1/2"". INCLUYE INTERRUPTOR",UND,36951.97,75767.95
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.57,SALIDA PARA LUMINARIA CABLE 12AWG THHN PVC 1/2.,UND,94537.62,125505.88
1,EDIFICACIONES,1.07,INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS,1.07.58,"SALIDA PARA LUMINARIA CABLE 12AWG HFFR LS PVC 1/2"".",UND,94537.62,119498.88
1,EDIFICACIONES,1.08,INSTLACIONES DE GAS,1.08.01,SUMINISTRO E INSTALACION DE ACCESORIO CODO 90° COBRE  1/2,UND,2160.86,5801.75
1,EDIFICACIONES,1.08,INSTLACIONES DE GAS,1.08.02,SUMINISTRO E INSTALACION DE ACCESORIO CODO 90° GALVANIZADO 1/2,UND,3511.40,5287.36
1,EDIFICACIONES,1.08,INSTLACIONES DE GAS,1.08.03,SUMINISTRO E INSTALACION DE TUBERÍA ACERO GALVANIZADA 1/2,ML,2160.86,15744.01
1,EDIFICACIONES,1.08,INSTLACIONES DE GAS,1.08.04,SUMINISTRO E INSTALACION DE TUBERÍA COBRE 1/2,ML,2160.86,20781.08
